"scores","team","id","age","avgTeam","ridgeProb","pcaProb","cluster"
3.27398208135686,"Amateur",1,14.38,"Amateur",0.974069220941319,0.800621833959636,7
3.40859459743416,"NWT",2,22.47,"Both",0.802352008465124,0.791596298384867,7
3.40859459743416,"Amateur",2,22.47,"Both",0.601088799191516,0.709023950828886,2
2.57670889372392,"Amateur",3,19.11,"Amateur",0.803555396999307,0.805999454752528,3
3.03208799908964,"NWT",4,21.99,"NWT",0.441098796297218,0.5995158260648,8
2.37876189320011,"Amateur",5,17.21,"Amateur",0.954334122520097,0.878598194934223,3
3.1095708271593,"Amateur",6,18.82,"Amateur",0.665332180291125,0.840862375897345,7
2.41030535235938,"NWT",7,27.43,"NWT",0.195110329660819,0.271733179242908,1
3.48400584411732,"NWT",8,22.44,"Both",0.487289299887895,0.288915758854383,2
3.48400584411732,"Amateur",8,22.44,"Both",0.613932572841851,0.677319834627446,2
4.56370276292845,"NWT",9,23.45,"NWT",0.450191408528662,0.483187032919119,6
1.08778318414786,"Amateur",10,19.39,"Amateur",0.914912891018228,0.944711023915092,5
4.22810871335025,"NWT",11,18.75,"NWT",0.746239631619107,0.293105571529869,6
3.27692703263751,"Amateur",12,15.48,"Amateur",0.94744421450677,0.970212846690098,7
2.54871566026349,"Amateur",13,16.92,"Amateur",0.98565701991807,0.995787701578601,3
1.42189276981261,"Amateur",14,20.25,"Amateur",0.859880605856437,0.748414937872777,5
2.70348398475572,"Amateur",15,15.98,"Amateur",0.896133554279914,0.458496329908169,4
1.53477667207103,"NWT",16,21.06,"Both",0.833260810440356,0.532876324026736,5
1.53477667207103,"Amateur",16,21.06,"Both",0.762363655007837,0.691804288841232,5
2.97085434097292,"Amateur",17,21,"Amateur",0.858783444798673,0.806256521187318,7
3.6167666043489,"Amateur",18,15.84,"Amateur",0.922168291575063,0.691378339235884,2
1.75271716030488,"Amateur",19,17.8,"Amateur",0.946114736131011,0.880690323603265,5
3.63049383242431,"Amateur",20,17.74,"Amateur",0.805901447481682,0.203067512382537,2
2.97070797266223,"NWT",21,29.07,"Both",0.390155522653658,0.676318017295183,8
2.97070797266223,"Amateur",21,29.07,"Both",0.268750174331614,0.696592132866082,8
3.46196460749725,"NWT",22,25.26,"NWT",0.302208635396121,0.669565201769396,8
2.74943662311863,"NWT",23,21.16,"NWT",0.537190924205015,0.779789143649344,4
4.23255232731377,"Amateur",24,14.48,"Amateur",0.986428798470221,0.95236423969238,6
3.58453772640222,"Amateur",25,16.21,"Amateur",0.98069801149857,0.978708963503343,7
3.34767576321894,"Amateur",26,15.82,"Amateur",0.968031538079852,0.850455772531856,7
3.40422781761774,"Amateur",27,17.04,"Amateur",0.82890943897234,0.495535272671762,2
3.09532114414302,"NWT",28,29.21,"NWT",0.355404012715638,0.910358978785332,8
3.61486797925973,"Amateur",29,18.91,"Amateur",0.917806375292353,0.914461166067788,2
3.47253989430487,"NWT",30,30.41,"NWT",0.140400408316587,0.69964343817509,8
3.26064741864842,"Amateur",31,18,"Amateur",0.758465516511744,0.556002708419857,7
3.34082964166927,"Amateur",32,16.67,"Amateur",0.962680964434881,0.972225176933834,7
2.77321769379487,"Amateur",33,18.99,"Amateur",0.886824983628738,0.920770569769343,3
3.05959227386455,"NWT",34,22.31,"NWT",0.695977957504885,0.78851453781978,7
4.48603632358683,"Amateur",35,18.79,"Amateur",0.888123733830882,0.88472212574142,6
3.01200847365326,"NWT",36,23.8,"NWT",0.613364145223627,0.683604134173982,4
2.56110133275802,"NWT",37,20.5,"Both",0.841352272381188,0.868547600307435,3
2.56110133275802,"Amateur",37,20.5,"Both",0.592663493894197,0.695635143166451,4
3.00919367871423,"NWT",38,24.76,"Both",0.324503465988643,0.682535561092047,8
3.00919367871423,"Amateur",38,24.76,"Both",0.394665835058666,0.607161412191776,8
2.03637327298079,"NWT",39,33.06,"NWT",0.0957978300375171,0.422118392572358,1
3.3335995059788,"NWT",40,21.42,"Both",0.912288438540832,0.892111842373831,7
3.3335995059788,"Amateur",40,21.42,"Both",0.595182613610627,0.669493504255946,2
5.15123296656006,"Amateur",41,15.36,"Amateur",0.965292941525313,0.581988689414319,6
3.58030617524543,"Amateur",42,21.08,"Amateur",0.552216863325131,0.754657273383459,2
1.44742116637926,"NWT",43,17.33,"Both",0.937601487866376,0.865827030378774,5
1.44742116637926,"Amateur",43,17.33,"Both",0.811066619538059,0.626586020358937,5
2.64697938757724,"NWT",44,28.92,"NWT",0.291334396622053,0.716683096505263,1
2.86064295900971,"Amateur",45,16.54,"Amateur",0.980652439604771,0.979258338702123,3
3.32947394711004,"NWT",46,32.24,"NWT",0.134181194248246,0.508727355935422,8
2.3983834103114,"Amateur",47,17.21,"Amateur",0.983539046003087,0.971019406874277,3
2.84117051202121,"NWT",48,27.7,"NWT",0.284175006622112,0.534310273041267,8
2.42026465798039,"Amateur",49,21.28,"Amateur",0.868410677565704,0.823222840785613,3
3.12580775257211,"Amateur",50,15.98,"Amateur",0.912755974525581,0.66708461678769,7
3.60738476897269,"NWT",51,32.73,"NWT",0.0255194331762161,0.32690205777277,8
2.5549278817298,"NWT",52,32.07,"NWT",0.0934618678748883,0.648506413099234,1
6.37908803842128,"Amateur",53,23.68,"Amateur",0.710327636096467,0.747048069948009,6
2.55568551667882,"Amateur",54,17.97,"Amateur",0.985323221600672,0.986311606475076,3
3.11438529264655,"Amateur",55,14.81,"Amateur",0.95643513372712,0.8789330606059,7
2.83695644087501,"NWT",56,17.11,"Both",0.98429829881821,0.953009767069529,3
2.83695644087501,"Amateur",56,17.11,"Both",0.797009193621078,0.42860645239485,4
2.58076897039822,"Amateur",57,16.38,"Amateur",0.949166643636998,0.913030088754337,3
3.30009588820618,"Amateur",58,19.95,"Amateur",0.718858046619957,0.672829277458605,7
2.32333256843715,"NWT",59,21.91,"NWT",0.460676638877368,0.559692145484741,1
3.01406493698206,"Amateur",60,20.35,"Amateur",0.766997120761467,0.893145882424014,7
1.80709095725357,"Amateur",61,20.14,"Amateur",0.954401637965782,0.989689523180784,5
1.50360926031283,"NWT",62,21.87,"Both",0.651511700830445,0.493012698751925,5
1.50360926031283,"Amateur",62,21.87,"Both",0.615491795364733,0.719245945859657,5
2.49411842939625,"Amateur",63,17.75,"Amateur",0.846599886549431,0.917869617811807,3
3.10770033976479,"Amateur",64,15.27,"Amateur",0.970837880884224,0.936492600399664,7
2.63557479928483,"Amateur",65,15.03,"Amateur",0.965792645924493,0.736985556716565,3
2.44568718612794,"Amateur",66,16.66,"Amateur",0.964068340053514,0.963552428238094,3
2.72216830823121,"NWT",67,20.86,"Both",0.872218351130772,0.870940626144989,3
2.72216830823121,"Amateur",67,20.86,"Both",0.643256803216769,0.453333290738692,4
2.01598555339208,"Amateur",68,15.94,"Amateur",0.972907764651157,0.980967701958197,3
2.95025859335783,"NWT",69,18.31,"Both",0.835701853559346,0.543004251855957,4
2.95025859335783,"Amateur",69,18.31,"Both",0.773017675519972,0.278618629411609,4
2.91642271624311,"NWT",70,24.49,"NWT",0.599023501536703,0.75219830783624,4
3.17325320811445,"Amateur",71,17.85,"Amateur",0.858930640804887,0.630013476081842,7
2.24966800864674,"NWT",72,14.68,"Both",0.993785793833712,0.981579460329946,3
2.24966800864674,"Amateur",72,14.68,"Both",0.906520502415717,0.438934188063841,3
2.04885769457211,"NWT",73,29.14,"NWT",0.135095844204101,0.507367780943744,1
3.13496460711188,"Amateur",74,15.37,"Amateur",0.968054944281499,0.81637490760799,7
3.57438223686648,"Amateur",75,16.99,"Amateur",0.912306426139842,0.797519627206081,2
4.87278098011455,"NWT",76,23.73,"NWT",0.418806448925508,0.742247415062553,6
2.19309904138935,"NWT",77,20.66,"Both",0.700718063447888,0.524131705318774,1
2.19309904138935,"Amateur",77,20.66,"Both",0.893427128825868,0.868518217937432,3
3.99522424829933,"NWT",78,20.96,"Both",0.867739304545506,0.93376409206562,2
3.99522424829933,"Amateur",78,20.96,"Both",0.572069631884726,0.718135827119026,2
3.2314756836252,"Amateur",79,15.25,"Amateur",0.982078625083457,0.981617972377858,7
2.66080992839196,"NWT",80,34.98,"NWT",0.141523743670589,0.990288376772592,1
3.09953986824239,"Amateur",81,19.2,"Amateur",0.879481654327782,0.761335208120456,7
4.47700716184217,"Amateur",82,15.15,"Amateur",0.980040967232679,0.950465174743932,6
3.79646447758854,"Amateur",83,16.34,"Amateur",0.926478636354577,0.429021801992697,2
3.44507741229438,"NWT",84,26.46,"NWT",0.496083983344042,0.728571148903945,2
2.96614470519257,"Amateur",85,20.7,"Amateur",0.929229763485109,0.984592273795536,7
3.45913180512328,"NWT",86,31.18,"NWT",0.0919417661435153,0.600530040714044,8
2.61680161107515,"NWT",87,16.39,"Both",0.957198182802659,0.875156907121538,3
2.61680161107515,"Amateur",87,16.39,"Both",0.914372705564654,0.829104893243611,3
2.34401924560642,"Amateur",88,21.09,"Amateur",0.826169885927533,0.84845188689748,3
3.11185488029089,"Amateur",89,19.96,"Amateur",0.921605653197316,0.797532892113618,7
1.26731825410238,"Amateur",90,16.8,"Amateur",0.961775801772243,0.87896566816133,5
3.2827765370941,"NWT",91,31.61,"NWT",0.148149209411811,0.756079152936848,8
2.68253639470668,"Amateur",92,19.27,"Amateur",0.830457659383604,0.666765941445747,4
2.82850239739915,"Amateur",93,18.09,"Amateur",0.998286618235786,0.995075385879916,3
3.68885367310207,"Amateur",94,14.75,"Amateur",0.96368340556538,0.73142635794636,2
3.18128304045145,"Amateur",95,16.61,"Amateur",0.959071814980505,0.963148786862704,7
4.28664942188194,"Amateur",96,14.23,"Amateur",0.957179316019504,0.689480469056306,6
3.32542272051081,"NWT",97,19.3,"Both",0.930175843973305,0.886772333017556,7
3.32542272051081,"Amateur",97,19.3,"Both",0.805124524843008,0.760757473419362,7
2.91154005375497,"NWT",98,33.89,"NWT",0.0745171839971152,0.558086474747158,8
2.18315937015371,"Amateur",99,18.83,"Amateur",0.933256652963684,0.931911240079452,3
1.83032666259053,"Amateur",100,16.46,"Amateur",0.979197934693052,0.971174386787632,5
4.34193616380721,"Amateur",101,14.23,"Amateur",0.960608357802637,0.46489189984999,6
2.56477679658068,"Amateur",102,18.71,"Amateur",0.810389877183908,0.519722294654014,4
3.66532018691755,"Amateur",103,16.8,"Amateur",0.976250370800317,0.954010962526311,2
3.54979177137225,"Amateur",104,17.83,"Amateur",0.862550766046685,0.719398926100509,2
3.36245518864388,"Amateur",105,18.92,"Amateur",0.960289870025155,0.927692382935519,7
3.06128610615767,"NWT",106,28.3,"NWT",0.125326146567402,0.501215306618321,8
3.86014282173116,"NWT",107,23.71,"Both",0.48820582710675,0.746061247436224,2
3.86014282173116,"Amateur",107,23.71,"Both",0.395466459756445,0.593796749790965,2
2.4391534271482,"NWT",108,34.51,"NWT",0.0352634567167776,0.515732805459663,1
2.91288284303787,"Amateur",109,18.12,"Amateur",0.949388431766604,0.963183634334641,7
3.75862853939143,"Amateur",110,22.41,"Amateur",0.570041127426697,0.641103574034068,2
3.52361232273968,"Amateur",111,14.13,"Amateur",0.973840355878294,0.939427331857769,7
3.13327066838831,"Amateur",112,22.03,"Amateur",0.772701163500561,0.800392967363817,7
3.77268166097665,"Amateur",114,13.11,"Amateur",0.983253978366452,0.718156500349571,2
3.67438847659446,"Amateur",115,16.79,"Amateur",0.822935606956424,0.453785390793472,2
2.25405708066545,"Amateur",116,16.88,"Amateur",0.948163011740524,0.833477585174096,3
3.36711525301978,"Amateur",117,15.31,"Amateur",0.963662033199774,0.791951017519068,7
3.15711098429126,"Amateur",118,16.41,"Amateur",0.978358435539501,0.942609030884456,7
3.29356604857889,"Amateur",119,18.25,"Amateur",0.967508377995711,0.961771898837525,7
1.54729812815701,"NWT",120,21.37,"Both",0.797216021599117,0.742149036379418,5
1.54729812815701,"Amateur",120,21.37,"Both",0.70956279112827,0.812576879187898,5
3.15828490430229,"Amateur",121,17.98,"Amateur",0.939522125662626,0.964400037300265,7
3.57843205426287,"Amateur",122,19.57,"Amateur",0.72931190557475,0.581043818929302,2
2.96719565910041,"NWT",123,22.84,"Both",0.871932039640087,0.982610119962926,7
2.96719565910041,"Amateur",123,22.84,"Both",0.643017198171461,0.886532652877078,4
3.43130305635572,"Amateur",124,17.38,"Amateur",0.805783424267752,0.525349698073216,2
3.8636700995539,"Amateur",125,18.51,"Amateur",0.634330335720185,0.160489863892618,2
3.0896071570467,"Amateur",126,18.07,"Amateur",0.968677791539539,0.952908194065603,7
5.31655930928516,"Amateur",127,17.22,"Amateur",0.973697129818749,0.934536489045481,6
3.22294203676787,"Amateur",128,16.28,"Amateur",0.977049075213393,0.949578971509886,7
3.7285773077503,"Amateur",129,16.92,"Amateur",0.881630786166479,0.528891397638438,2
4.26745128488107,"NWT",130,22.02,"Both",0.814194079814522,0.878257187651221,6
4.26745128488107,"Amateur",130,22.02,"Both",0.418123270593143,0.449291402994824,6
2.77237725376558,"NWT",131,23.36,"NWT",0.511129505021851,0.607005582554,4
3.07586932276556,"Amateur",132,17.95,"Amateur",0.908906397948899,0.886561750179538,7
2.54067628345495,"NWT",133,20.89,"Both",0.897501903134637,0.865560055422842,3
2.54067628345495,"Amateur",133,20.89,"Both",0.767872533857718,0.87387580006497,3
3.40833578054078,"Amateur",134,15.5,"Amateur",0.974288670401208,0.885764120412667,7
2.26557960243631,"NWT",135,33.66,"NWT",0.0634373319032482,0.522704788675483,1
1.78474210505983,"NWT",136,29.39,"NWT",0.295790863812629,0.727753492649482,5
2.68844354511098,"Amateur",137,18.07,"Amateur",0.990764789095615,0.989718815491303,3
2.62938516679935,"NWT",138,23.14,"Both",0.703751131008542,0.743616916630518,4
2.62938516679935,"Amateur",138,23.14,"Both",0.341745646867981,0.454006885167448,1
4.00572462792042,"Amateur",139,18.36,"Amateur",0.889834219050617,0.873500772152596,2
4.56390366712751,"Amateur",140,16.03,"Amateur",0.920621583699638,0.745905598814117,6
3.51988596077188,"Amateur",141,18.57,"Amateur",0.875819375846639,0.931551125993832,7
2.46908366244063,"Amateur",142,17.72,"Amateur",0.973588707102252,0.91666503061139,3
3.53451889639502,"Amateur",143,15.85,"Amateur",0.969120859001614,0.95744132096542,7
3.48410101349768,"Amateur",144,14.9,"Amateur",0.936500041728888,0.36050590401078,2
3.5769002402725,"Amateur",145,20.53,"Amateur",0.807787394872419,0.786866632004679,2
2.80244712431465,"Amateur",146,16.85,"Amateur",0.98866834641672,0.973414295050198,3
5.24782859616343,"Amateur",147,19.75,"Amateur",0.612091320752431,0.240287965415679,6
3.77964616406557,"NWT",148,28.32,"NWT",0.142655548289487,0.375882826623934,8
3.8771007576971,"Amateur",149,18.18,"Amateur",0.741708148964969,0.439549694427737,2
2.34202618282974,"Amateur",150,15.3,"Amateur",0.952307403309849,0.903462023590034,3
3.43740461550442,"NWT",151,22.28,"NWT",0.514510550014728,0.68551805555998,2
3.32926124311877,"NWT",152,23.69,"Both",0.848797275067023,0.86316173020501,7
3.32926124311877,"Amateur",152,23.69,"Both",0.600406899619269,0.50330678048208,2
2.66662238178801,"Amateur",153,18.27,"Amateur",0.984288261958149,0.975200738654306,3
3.32205424732214,"NWT",154,27.53,"NWT",0.318298507425872,0.497778485118505,8
1.5269036331829,"NWT",155,29.73,"NWT",0.311222632505725,0.899929092832485,5
3.70423400944003,"NWT",156,20.18,"Both",0.874451252378918,0.876514338630182,2
3.70423400944003,"Amateur",156,20.18,"Both",0.547899176014463,0.516442291718477,2
3.00857576593321,"NWT",157,19.67,"Both",0.756043437285767,0.699479882861803,4
3.00857576593321,"Amateur",157,19.67,"Both",0.660900109189598,0.47327836320015,4
4.2801599985397,"Amateur",158,18.23,"Amateur",0.950107254397726,0.976582221113489,6
2.91578191952614,"Amateur",159,19,"Amateur",0.786202690481446,0.956322856236137,7
1.69925764120717,"Amateur",160,14.51,"Amateur",0.977530779053349,0.915992932928958,5
3.57599836114681,"NWT",161,21.16,"NWT",0.535878703363767,0.687837636689976,2
2.5156003451987,"Amateur",162,19.31,"Amateur",0.925559079536908,0.962691357723612,3
3.49107059433727,"Amateur",163,18.95,"Amateur",0.890430752130645,0.791642986537598,2
0.853113236713204,"Amateur",164,20.07,"Amateur",0.818749597650118,0.768783479330631,5
2.66769555583586,"Amateur",165,16.15,"Amateur",0.985432881659637,0.937933351233064,3
