"","prob","id","age","team"
"1",0.0134324415467486,21,26.09,2
"2",0.0114790811040406,21,26.46,2
"3",0.00234825670045335,21,26.61,2
"4",0.00288446350114691,21,26.69,2
"5",0.0018512001880383,21,26.79,2
"6",0.00392617701027698,21,27.27,2
"7",0.0216418028976387,21,27.43,1
"8",0.00339103366235383,21,28.16,2
"9",0.000973841939165832,21,28.24,2
"10",0.00162416387690001,21,28.34,2
"11",0.000605772851781206,21,28.45,2
"12",0.000678154736811543,21,29.07,2
"13",0.00880266461741042,22,25.26,2
"14",0.467969021475018,23,20.58,2
"15",0.134863073843315,23,21.16,2
"16",0.999859623609423,24,12.73,1
"17",0.999934148659127,24,13.14,1
"18",0.999717464995975,24,14.48,1
"19",0.999791514779562,25,16.21,1
"20",0.997972689187155,26,14.07,1
"21",0.998986630985975,26,14.48,1
"22",0.992284732539748,26,15.82,1
"23",0.976205508839866,27,17.04,1
"24",0.00229937366185717,28,28.52,2
"25",0.016942398203189,28,28.88,2
"26",0.00869824128225938,28,29.03,2
"27",0.00122325088220043,28,29.11,2
"28",0.00437848238102456,28,29.21,2
"29",0.988475550323704,29,18.91,1
"30",0.929036667011194,29,18.28,1
"31",0.00170302465166805,30,27.8,2
"32",0.00107750841558152,30,27.95,2
"33",0.00286419956272854,30,28.03,2
"34",0.00170981629945366,30,28.13,2
"35",0.000599658399919933,30,28.61,2
"36",0.000674733732765498,30,29.51,2
"37",0.000229693837562439,30,29.59,2
"38",0.000468412816931107,30,29.68,2
"39",0.000467833053981348,30,29.79,2
"40",0.000278330884713296,30,30.41,2
"41",0.912051121448173,31,18,1
"42",0.998743850426134,32,16.27,1
"43",0.99876870570288,32,16.43,1
"44",0.996366994659058,32,16.67,1
"45",0.992893880650112,33,18.89,1
"46",0.980020335602101,33,18.99,1
"47",0.595211295432156,34,22.08,2
"48",0.153207953963284,34,22.23,2
"49",0.299554336745804,34,22.31,2
"50",0.988365006430448,35,17.26,1
"51",0.976657782017992,35,18.34,1
"52",0.954550286409066,35,18.79,1
"53",0.516853898004453,36,21.81,2
"54",0.189888568009993,36,21.96,2
"55",0.45031928645911,36,22.04,2
"56",0.126906634494056,36,22.14,2
"57",0.0279551998112335,36,23.52,2
"58",0.0628074756389081,36,23.71,2
"59",0.0948050573998239,36,23.8,2
"60",0.966230653748946,37,19.29,1
"61",0.527939407896338,37,19.68,1
"62",0.347856533271258,37,20.11,2
"63",0.664985423458469,37,20.5,1
"64",0.0820474246690319,38,23.43,2
"65",0.104294240641573,38,23.79,2
"66",0.0257572071691368,38,23.94,2
"67",0.0530812240364622,38,24.02,2
"68",0.0313913729080625,38,24.12,2
"69",0.0264955210505577,38,24.76,1
"70",0.000695736547654313,39,28.33,2
"71",0.00021107934399156,39,28.69,2
"72",5.90153528690074e-05,39,28.84,2
"73",0.000293769524521648,39,28.92,2
"74",2.0433571152223e-05,39,29.02,2
"75",0.000128070726146512,39,29.5,2
"76",3.19719498085291e-05,39,30.39,2
"77",3.62308471211215e-05,39,30.48,2
"78",4.06877929175486e-05,39,30.57,2
"79",1.82039351961372e-05,39,30.68,2
"80",4.69079482384727e-05,39,31.3,2
"81",5.53681380472959e-05,39,31.61,2
"82",2.00170909299136e-05,39,31.78,2
"83",1.4713691246615e-05,39,32.44,2
"84",7.37098911862688e-06,39,32.57,2
"85",5.73382481061646e-06,39,33.06,2
"86",0.987350278161846,40,19.5,1
"87",0.91900889340141,40,19.89,1
"88",0.724858095637975,40,20.76,1
"89",0.481329493199476,40,21.42,2
"90",0.999405947272575,41,14.95,1
"91",0.999629354961778,41,15.36,1
"92",0.372881087491868,42,21.08,1
"93",0.997026207642151,43,16.52,1
"94",0.935291775224446,43,16.72,2
"95",0.844769674528044,43,17.33,2
"96",0.0391634365722896,44,24.19,2
"97",0.0552824738045077,44,24.56,2
"98",0.015159238500197,44,24.71,2
"99",0.0318759528401433,44,24.78,2
"100",0.0126922848681013,44,24.89,2
"101",0.00477322993253482,44,25.37,2
"102",0.00416722429864846,44,26.26,2
"103",0.00304895806994954,44,26.34,2
"104",0.00426328006079801,44,26.43,2
"105",0.00298505728628018,44,26.55,2
"106",0.00314470894599705,44,27.48,2
"107",0.00237345316074367,44,27.64,2
"108",0.000345569122898404,44,28.44,2
"109",0.000866315069514623,44,28.92,2
"110",0.999769243558476,45,15.82,1
"111",0.999803905378867,45,16.14,1
"112",0.99912770745953,45,16.3,1
"113",0.999693650359414,45,16.54,1
"114",0.00144349194026516,46,27.51,2
"115",0.000831335323177251,46,28.1,2
"116",0.000153990651414526,46,28.2,2
"117",7.87830055236638e-05,46,29.58,2
"118",9.83411240463861e-05,46,29.66,2
"119",8.79685931051144e-05,46,29.75,2
"120",0.000176301912686028,46,29.86,2
"121",2.30125442877149e-05,46,30.49,2
"122",1.41843255476726e-05,46,31.62,2
"123",7.34757427411914e-06,46,31.76,2
"124",6.96983834858056e-06,46,32.24,2
"125",0.98793823699428,54,17.97,1
"126",0.999921776729068,47,14.96,1
"127",0.986033856757827,47,15.7,1
"128",0.994333201945795,47,16.56,1
"129",0.944546723602072,47,16.81,1
"130",0.829226288278337,47,17.21,1
"131",0.0192083829940976,48,24.61,2
"132",0.0039126550105123,48,24.76,2
"133",0.0235683426211202,48,24.83,2
"134",0.00423083811665248,48,24.94,2
"135",0.0194595321920665,48,25.42,2
"136",0.00431714076675771,48,26.31,2
"137",0.00745043342907936,48,26.39,2
"138",0.00178246065841248,48,26.5,2
"139",0.00338992535483817,48,26.6,2
"140",0.00149965813452801,48,27.53,2
"141",0.00106934126650493,48,27.7,2
"142",0.857071581292552,49,19.12,1
"143",0.985965670212074,49,18.2,1
"144",0.824525078844103,49,19.35,1
"145",0.944378731541718,49,19.86,1
"146",0.892583888261828,49,20.04,1
"147",0.85321277866725,49,20.16,1
"148",0.697613499577251,49,20.33,1
"149",0.490633880124588,49,20.43,1
"150",0.68430991617244,49,21.28,1
"151",0.99584578966575,50,14.2,1
"152",0.996975730366556,50,14.61,1
"153",0.984873825237829,50,15.98,1
"154",0.000640597323560255,52,28.98,2
"155",0.000248620974590885,52,29.13,2
"156",0.000606302807454884,52,29.21,2
"157",3.76262678745132e-05,52,29.31,2
"158",0.000120142361623166,52,29.79,2
"159",0.000170460443600917,52,30.69,2
"160",4.61889334408827e-05,52,30.77,2
"161",0.000134670188508323,52,30.86,2
"162",0.000143719247901131,52,30.98,2
"163",0.000166847013039595,52,31.59,2
"164",7.26233362774442e-05,52,31.9,2
"165",6.22896297963749e-05,52,32.07,2
"166",2.13016599016624e-05,51,32.73,2
"167",0.953993206679857,53,23.68,1
"168",0.998906209056009,54,15.71,1
"169",0.999195223972856,54,16.4,1
"170",0.99993705235906,54,15.81,1
"171",0.999780830528027,54,16.05,1
"172",0.999470395099614,55,14.81,1
"173",0.999321792794446,56,14.87,1
"174",0.998988568922759,56,15.03,1
"175",0.997575839077681,56,15.27,1
"176",0.968148389466658,56,16.44,1
"177",0.96306482354135,56,16.61,1
"178",0.949675013418158,56,17.11,2
"179",0.996538164664378,57,16.38,1
"180",0.803018823070518,58,19.95,1
"181",0.105995591356697,59,21.91,2
"182",0.671567035817995,60,20.35,1
"183",0.9879708890842,61,18.23,1
"184",0.993036923341704,61,18.83,1
"185",0.908622387358879,61,18.93,1
"186",0.995649828832655,61,19.1,1
"187",0.939126383364132,61,19.17,1
"188",0.977406547515857,61,19.67,1
"189",0.856399626349228,61,19.85,1
"190",0.816559858414647,61,19.98,1
"191",0.926979930131017,61,20.14,1
"192",0.492699459425716,62,19.5,1
"193",0.583000960416771,62,19.62,1
"194",0.302628210195179,62,19.78,1
"195",0.111752316077087,62,19.88,1
"196",0.100362181806901,62,20.42,2
"197",0.451962769668048,62,20.59,2
"198",0.60525422948179,62,20.72,1
"199",0.219460920175026,62,21.39,2
"200",0.0468244907250741,62,21.87,2
"201",0.89476296811444,63,17.75,1
"202",0.999760774949112,64,15.27,1
"203",0.99768988814775,65,13.22,1
"204",0.999133961565435,65,13.63,1
"205",0.995183107453327,65,15.03,1
"206",0.995888440503362,66,16.26,1
"207",0.997548512012181,66,16.42,1
"208",0.993723814963996,66,16.66,1
"209",0.969828798406076,67,19.61,1
"210",0.523960294486933,67,19.99,1
"211",0.755773319927658,67,20.43,2
"212",0.518219625734698,67,20.86,1
"213",0.995544099983052,68,15.54,1
"214",0.998686284372764,68,15.69,1
"215",0.996307275648678,68,15.94,1
"216",0.889166808960329,69,14.76,1
"217",0.908311353090216,69,15.45,1
"218",0.957240062354289,69,15.61,1
"219",0.982025873776689,69,15.73,2
"220",0.976657050417282,69,15.85,1
"221",0.615932760666021,69,16.32,1
"222",0.961010979607839,69,16.87,2
"223",0.746494486535325,69,17.03,2
"224",0.375076839673335,69,17.7,2
"225",0.132056253918486,69,18.31,2
"226",0.344413390822097,70,21.56,2
"227",0.240101466596708,70,21.63,2
"228",0.185693264561947,70,21.74,2
"229",0.059952083520974,70,23.28,2
"230",0.0714812495927188,70,23.4,2
"231",0.0156959051308617,70,24.02,2
"232",0.033949820624803,70,24.33,2
"233",0.0362361251830432,70,24.49,2
"234",0.998946596823286,71,17.28,1
"235",0.990035874798548,71,17.46,1
"236",0.995913471217145,71,17.58,1
"237",0.970007575289364,71,17.75,1
"238",0.993743814375399,71,17.85,1
"239",0.999960094059967,72,12.91,1
"240",0.99998584487022,72,13.32,1
"241",0.998466314201451,72,14.54,2
"242",0.998774236218457,72,14.68,1
"243",0.00141820322472852,73,27.76,2
"244",0.00205048686045628,73,28.38,2
"245",0.000746686024471588,73,27.69,2
"246",0.0010884478086528,73,27.86,2
"247",0.000516094918824317,73,28.65,2
"248",0.000298477731022317,73,29.14,2
"249",0.998180557355819,74,13.62,1
"250",0.99954666868396,74,14.03,1
"251",0.98776870690817,74,15.37,1
"252",0.996218290526839,75,16.76,1
"253",0.995932265260337,75,16.99,1
"254",0.216977626400334,76,23.73,2
"255",0.976689346728587,77,17.1,2
"256",0.878239629999766,77,18.57,1
"257",0.751720410418618,77,18.67,1
"258",0.893293979015518,77,19.21,2
"259",0.893406260453277,77,19.38,2
"260",0.56398288150025,77,20.18,2
"261",0.530479734296097,77,20.04,2
"262",0.520539359767251,77,20.66,2
"263",0.961360107801148,78,17.67,1
"264",0.984419890922025,78,17.9,1
"265",0.959774573358013,78,18.41,1
"266",0.984032038866848,78,18.59,1
"267",0.959928909717555,78,18.71,1
"268",0.831913752823173,78,18.88,1
"269",0.945826589267844,78,18.88,1
"270",0.97670001984426,78,19.84,1
"271",0.420583780293655,78,20.96,2
"272",0.99955201919197,79,14.85,1
"273",0.999457248186703,79,15.01,1
"274",0.999842839694703,79,15.25,1
"275",0.000109360483750987,80,31.53,2
"276",0.000858435680309633,80,31.89,2
"277",6.23493950988596e-05,80,32.04,2
"278",0.000104164522180095,80,32.7,2
"279",1.55473415196505e-05,80,33.59,2
"280",1.09605445546279e-05,80,33.68,2
"281",1.25031117204077e-05,80,33.77,2
"282",2.04459423426284e-05,80,33.88,2
"283",8.33092994900753e-06,80,34.51,2
"284",9.02255040680089e-08,80,34.81,2
"285",7.70204475419867e-07,80,34.98,2
"286",0.860134176903806,81,19.2,1
"287",0.933640662744932,81,16.99,1
"288",0.965528934695689,81,17.49,1
"289",0.975916884471759,81,17.8,1
"290",0.999650573777888,82,15.15,1
"291",0.997138152367418,83,14.59,1
"292",0.999571663343956,83,15,1
"293",0.988961299323298,83,16.34,1
"294",0.143248882300634,84,23.01,2
"295",0.0863341654175052,84,23.37,2
"296",0.27546031312724,84,23.52,2
"297",0.274374897176126,84,23.6,2
"298",0.0428226634135069,84,23.7,2
"299",0.191117147302223,84,24.18,2
"300",0.0420622301249586,84,25.08,2
"301",0.0856618301889963,84,25.16,2
"302",0.0113295088816703,84,25.25,2
"303",0.0220403242084074,84,25.36,2
"304",0.0273604903329636,84,25.98,2
"305",0.0187792114793197,84,26.29,2
"306",0.00691984477867513,84,26.46,2
"307",0.99611648213912,85,20.7,1
"308",0.000157711451702403,86,30.59,2
"309",4.41074661070573e-05,86,30.95,2
"310",0.00014396467809541,86,31.1,2
"311",6.75258152489366e-05,86,31.18,2
"312",0.999339420014162,87,14.78,1
"313",0.99874222841308,87,15.2,1
"314",0.995606200254806,87,16.39,2
"315",0.857350008508637,88,18.81,1
"316",0.87304495064846,88,18.91,1
"317",0.957327209665134,88,19.15,1
"318",0.925339817144012,88,19.65,1
"319",0.67936343359452,88,19.83,1
"320",0.605180488131859,88,19.96,1
"321",0.605269276080874,88,20.12,1
"322",0.505845379146657,88,20.22,1
"323",0.498207669838043,88,21.09,1
"324",0.994702150174661,89,17.56,1
"325",0.968579010192835,89,17.95,1
"326",0.529250231687339,89,18.55,1
"327",0.719567523303594,89,18.65,1
"328",0.859497326631514,89,18.88,1
"329",0.971604240790704,89,19.39,1
"330",0.82248519481645,89,19.57,1
"331",0.694906845831298,89,19.69,1
"332",0.773030833453108,89,19.86,1
"333",0.522963108301505,89,19.96,1
"334",0.999170506970957,90,14.97,1
"335",0.999070463046326,90,15.38,1
"336",0.98987059675047,90,16.8,1
"337",0.000852673475385535,91,28.15,2
"338",0.00247021527695168,91,28.52,2
"339",0.000714984213732284,91,28.67,2
"340",0.0020011863462065,91,28.74,2
"341",0.000240771832494935,91,28.85,2
"342",0.000311823016905688,91,29.33,2
"343",0.000259293008345263,91,30.22,2
"344",0.00065307587946406,91,30.3,2
"345",0.000672018460017632,91,30.39,2
"346",0.000291725633878914,91,30.51,2
"347",0.00152317940225732,91,31.44,2
"348",0.000149754412666292,91,31.61,2
"349",0.936498963318241,92,17.86,1
"350",0.450943001134939,92,17.96,1
"351",0.981276907853348,92,18.19,1
"352",0.88893420957417,92,18.7,1
"353",0.754936495242666,92,18.88,1
"354",0.431212522409252,92,19.01,1
"355",0.33636514027362,92,19.17,1
"356",0.190561629557213,92,19.27,1
"357",0.999998266289915,93,14.35,1
"358",0.999744108770531,93,14.51,1
"359",0.999925847475498,93,14.75,1
"360",0.999877756623798,93,14.99,1
"361",0.999542335428869,93,15.92,1
"362",0.934670436638728,93,18.09,1
"363",0.999871833777536,93,15.4,1
"364",0.999928265429065,93,16.74,1
"365",0.999414642857345,94,14.75,1
"366",0.99924517456173,95,16.61,1
"367",0.999617525886791,96,14.23,1
"368",0.98687951503393,97,16.27,1
"369",0.990341152021111,97,16.43,1
"370",0.989491800660372,97,16.67,1
"371",0.497958917284576,97,17.83,1
"372",0.909951263319279,97,18,1
"373",0.903734093678436,97,18.51,2
"374",0.71251647706342,97,19.3,1
"375",0.000167464582570109,98,30.01,2
"376",9.16197110282235e-05,98,30.16,2
"377",7.716274117886e-05,98,30.24,2
